oxy,D_Rc,Ta,area,speed,e,angle,saturation,cell_img,Ca
0,0.017391039895601534,0.0647156106291537,62.2496,0.006194999999999999,1.369651209122092,14.931416511535645,0.022791361860817996,"[[40 40 40 ... 42 43 45]
 [42 40 40 ... 43 45 34]
 [41 41 41 ... 47 47 41]
 ...
 [42 42 44 ... 47 45 46]
 [38 42 40 ... 42 43 45]
 [42 41 36 ... 44 44 49]]",3.5621249999999994e-05
0,0.21524224546011883,0.38811737497940463,74.1272,0.008511999999999999,1.4946190061359377,54.462318420410156,-0.04156530960579309,"[[64 65 65 ... 63 66 63]
 [64 71 67 ... 67 66 61]
 [67 63 66 ... 71 67 73]
 ...
 [66 65 66 ... 69 72 67]
 [67 63 70 ... 68 77 69]
 [65 61 60 ... 60 61 66]]",4.894399999999999e-05
0,0.015564048744166725,0.09330535464044915,61.5195,0.0064199999999999995,1.3615954805299706,77.00537872314453,-0.01003789038003865,"[[40 38 34 ... 39 47 41]
 [38 43 38 ... 43 43 45]
 [43 43 37 ... 44 43 42]
 ...
 [43 42 45 ... 46 42 46]
 [38 43 38 ... 40 39 40]
 [42 41 38 ... 42 42 40]]",3.6914999999999995e-05
0,0.016627866671757086,0.056467266402211586,52.6456,0.0065274999999999994,1.2595712596035047,42.81855392456055,-0.006139719665858227,"[[46 40 44 ... 41 41 37]
 [44 40 43 ... 45 44 43]
 [44 41 44 ... 36 44 41]
 ...
 [36 38 46 ... 42 43 43]
 [42 41 45 ... 45 45 46]
 [41 42 38 ... 45 42 40]]",3.7533124999999997e-05
0,0.027201943826808184,0.08509862461664366,58.0993,0.007019999999999999,1.3232050589243072,90.0,-0.03300658010463564,"[[42 41 43 ... 46 41 44]
 [42 42 44 ... 41 39 39]
 [44 37 44 ... 41 43 45]
 ...
 [44 48 42 ... 36 43 44]
 [36 44 36 ... 43 43 41]
 [40 40 48 ... 41 43 38]]",4.0365e-05
0,0.021961734246381925,0.07514646818552906,68.0316,0.0061424999999999995,1.431848421877556,35.425933837890625,-0.0061170930652155574,"[[63 67 65 ... 71 67 66]
 [62 63 59 ... 68 69 68]
 [65 62 67 ... 69 68 66]
 ...
 [63 68 67 ... 63 66 63]
 [65 66 71 ... 68 65 73]
 [64 63 67 ... 63 55 66]]",3.5319375e-05
0,0.007107087780663268,0.084033600383586,58.1434,0.0064399999999999995,1.3237071499485669,56.30992889404297,0.01106289461253304,"[[63 61 70 ... 70 67 68]
 [66 66 58 ... 62 64 76]
 [63 62 62 ... 68 64 64]
 ...
 [70 63 60 ... 56 63 58]
 [66 66 69 ... 66 57 69]
 [63 68 55 ... 66 63 68]]",3.7029999999999996e-05
0,0.0022202670685209647,0.055684686315311135,56.712599999999995,0.006739999999999999,1.3073187249607778,90.0,-0.012990517063524146,"[[43 49 45 ... 48 50 49]
 [36 41 46 ... 41 40 45]
 [41 47 42 ... 41 45 45]
 ...
 [42 40 47 ... 42 43 43]
 [46 46 37 ... 47 44 47]
 [42 42 45 ... 49 48 41]]",3.875499999999999e-05
0,0.008074546295689267,0.11011542939723443,50.2838,0.005376,1.2309934662995916,74.63225936889648,0.031365433735084866,"[[41 45 37 ... 36 41 39]
 [45 50 45 ... 38 45 44]
 [43 44 45 ... 44 42 39]
 ...
 [42 46 47 ... 44 41 41]
 [47 38 48 ... 42 40 43]
 [41 46 47 ... 41 45 42]]",3.0912e-05
0,0.014259696204373618,0.11697199444065307,61.641999999999996,0.005802222222222222,1.362950437060421,51.74448776245117,-0.028502874378200357,"[[44 37 38 ... 45 42 38]
 [39 42 44 ... 42 45 44]
 [38 41 37 ... 44 46 43]
 ...
 [42 43 44 ... 41 42 44]
 [39 41 41 ... 44 45 46]
 [40 36 41 ... 44 42 42]]",3.3362777777777774e-05
0,0.02157107120298596,0.08146172847270143,75.1121,0.006679999999999999,1.5045154600144635,56.30992889404297,-0.016503494940174886,"[[59 63 60 ... 70 61 69]
 [66 69 69 ... 66 68 70]
 [68 68 54 ... 69 65 63]
 ...
 [63 68 66 ... 68 65 65]
 [59 62 60 ... 69 68 69]
 [65 65 62 ... 64 65 67]]",3.840999999999999e-05
0,0.00781740032130751,0.06531538318408404,61.9311,0.005911111111111111,1.366142806339211,26.56505012512207,-0.027109355780215123,"[[39 41 42 ... 45 42 38]
 [40 44 42 ... 42 44 46]
 [42 42 39 ... 46 45 39]
 ...
 [38 41 43 ... 37 46 44]
 [44 44 39 ... 48 44 42]
 [41 40 42 ... 45 44 44]]",3.398888888888889e-05
0,0.008442190879946576,0.043052841471977465,58.035599999999995,0.006404999999999999,1.3224794798012678,90.0,-0.014528822665874828,"[[69 69 67 ... 68 68 68]
 [59 66 73 ... 62 66 71]
 [63 68 59 ... 68 68 62]
 ...
 [61 76 58 ... 67 68 56]
 [69 67 66 ... 68 69 69]
 [64 65 64 ... 63 66 66]]",3.682875e-05
0,0.006724023063493179,0.07352280753750706,52.8759,0.005755555555555555,1.2623232722374393,60.2551155090332,0.02853959127569968,"[[62 68 63 ... 66 63 68]
 [63 61 57 ... 64 63 69]
 [65 72 66 ... 64 67 67]
 ...
 [66 67 59 ... 64 64 62]
 [65 67 61 ... 66 62 64]
 [64 70 60 ... 65 68 65]]",3.309444444444444e-05
0,0.0945215225555116,0.297805875301518,63.9499,0.00746,1.3882306781170435,90.0,-0.009392588198309957,"[[38 40 36 ... 38 46 47]
 [43 43 42 ... 46 45 48]
 [42 45 43 ... 42 45 45]
 ...
 [41 41 40 ... 40 41 40]
 [45 43 41 ... 41 43 41]
 [40 43 44 ... 45 47 44]]",4.2894999999999995e-05
0,0.0007469870772658371,0.012752219434111173,52.92,0.005193999999999999,1.2628495692260084,88.85469436645508,0.018092430838022297,"[[41 40 42 ... 45 41 40]
 [37 41 47 ... 48 46 43]
 [40 40 44 ... 39 44 39]
 ...
 [37 45 47 ... 44 49 47]
 [42 44 44 ... 46 41 41]
 [46 44 41 ... 43 44 45]]",2.986549999999999e-05
0,0.07187489801206803,0.3190495402192389,64.63589999999999,0.00748,1.3956566937657682,45.0,0.002276451082442798,"[[63 63 66 ... 66 73 63]
 [61 67 64 ... 68 63 70]
 [61 68 59 ... 67 74 66]
 ...
 [62 67 59 ... 68 73 63]
 [63 67 66 ... 70 68 69]
 [65 64 67 ... 66 63 63]]",4.3009999999999996e-05
0,0.005612880667960618,0.025862271454809196,59.3733,0.00633111111111111,1.3376339922833214,60.34986114501953,-0.020236702558053148,"[[38 36 47 ... 42 40 44]
 [38 41 36 ... 43 47 37]
 [38 45 41 ... 41 49 45]
 ...
 [37 38 42 ... 44 41 45]
 [41 40 45 ... 40 46 46]
 [41 36 39 ... 40 47 45]]",3.640388888888888e-05
