oxy,D_Rc,Ta,area,speed,e,angle,saturation,cell_img,Ca
0,0.03687519264148731,0.09744652017677441,49.117599999999996,0.007909999999999999,1.2166349037623703,39.55966567993164,-0.05563050392693427,"[[78 78 80 ... 72 69 74]
 [81 79 71 ... 68 72 71]
 [74 77 78 ... 70 72 73]
 ...
 [80 81 77 ... 76 71 72]
 [85 74 81 ... 77 75 73]
 [77 82 76 ... 74 67 67]]",4.548249999999999e-05
0,0.014432293084815084,0.2243836916718665,55.2132,0.006772499999999999,1.2899211446140426,90.0,-0.11398605972549396,"[[79 85 80 ... 78 69 68]
 [85 85 84 ... 71 81 83]
 [73 76 80 ... 72 69 80]
 ...
 [70 69 69 ... 75 78 72]
 [73 74 63 ... 75 71 75]
 [71 77 73 ... 76 77 82]]",3.894187499999999e-05
0,0.01502352285272146,0.042004693098431946,45.7758,0.0068425,1.1745179925559177,54.12630844116211,-0.015633461899353218,"[[82 85 77 ... 75 71 73]
 [77 83 81 ... 80 73 72]
 [75 83 79 ... 73 72 76]
 ...
 [82 77 82 ... 76 76 69]
 [84 83 81 ... 80 78 71]
 [84 74 79 ... 73 68 74]]",3.9344374999999994e-05
0,0.01206586359849482,0.0774365821094793,53.8608,0.00746,1.2740254469797656,90.0,-0.00323045045105763,"[[78 81 86 ... 74 77 73]
 [76 83 88 ... 77 72 81]
 [80 81 82 ... 68 72 78]
 ...
 [81 81 82 ... 76 74 73]
 [76 79 79 ... 73 71 84]
 [85 79 82 ... 78 79 80]]",4.2894999999999995e-05
0,0.014271026243991014,0.1085042178946082,49.2254,0.00735,1.2179692661895856,81.2483024597168,-0.05426704562400744,"[[78 77 74 ... 77 69 67]
 [81 75 85 ... 76 76 81]
 [78 70 81 ... 82 77 77]
 ...
 [80 79 82 ... 80 79 79]
 [80 80 74 ... 76 74 69]
 [84 78 86 ... 73 78 64]]",4.22625e-05
0,0.018398574470096296,0.08131186661269556,50.0878,0.0072274999999999995,1.228591994121157,76.00796127319336,-0.08569056609724594,"[[79 81 75 ... 71 77 76]
 [66 85 81 ... 71 75 71]
 [80 76 78 ... 69 67 71]
 ...
 [77 84 85 ... 79 72 74]
 [77 79 83 ... 67 76 72]
 [82 82 80 ... 74 69 75]]",4.155812499999999e-05
0,0.0016011557755012396,0.09983004562219405,41.6794,0.007402499999999999,1.1207337017845118,90.0,-0.07546977506618685,"[[47 46 43 ... 44 43 44]
 [50 50 48 ... 42 49 50]
 [47 50 53 ... 42 49 39]
 ...
 [46 52 51 ... 43 48 42]
 [49 44 49 ... 47 47 48]
 [53 49 46 ... 42 51 45]]",4.2564374999999993e-05
0,0.013326165678652413,0.11464361015113858,49.9506,0.006807499999999999,1.2269081668083488,90.0,-0.00884436517937064,"[[79 79 78 ... 69 64 74]
 [81 74 77 ... 69 76 79]
 [79 77 75 ... 79 79 71]
 ...
 [75 82 75 ... 74 70 78]
 [80 81 79 ... 76 77 80]
 [77 73 71 ... 75 67 79]]",3.9143124999999996e-05
0,0.009797564192759456,0.13027200479840173,48.167,0.007579999999999999,1.2048042798282679,85.60128784179688,-0.07774670509524081,"[[79 84 74 ... 76 77 69]
 [80 83 74 ... 74 79 71]
 [74 75 81 ... 84 74 63]
 ...
 [77 71 69 ... 77 73 74]
 [80 79 75 ... 76 75 78]
 [74 83 80 ... 75 78 63]]",4.3585e-05
0,0.23665720819219938,0.31689445473199823,57.986599999999996,0.008633333333333333,1.3219210710106755,52.59464645385742,-0.08029883079483198,"[[52 45 51 ... 49 51 52]
 [46 46 49 ... 45 46 46]
 [49 50 49 ... 54 48 51]
 ...
 [46 54 52 ... 50 46 38]
 [46 44 49 ... 47 50 50]
 [55 52 50 ... 48 49 45]]",4.964166666666666e-05
